Serial Number,VI1 End Time,Next Station After VI1,Next Station Start Time,Upgrade End Time,BBD/ASSY1 Station,BBD/ASSY1 Start Time,BBD/ASSY1 End Time,FLA/CHIFLASH Station,FLA/CHIFLASH Start Time,Packing End Time,Shipping Start Time
1652622007724,2025-10-13 21:34:38,UPGRADE,2025-10-16 15:39:26,2025-10-16 15:40:39,ASSY1,2025-10-16 15:59:41,2025-10-16 16:00:33,FLA,2025-10-16 17:45:03,2025-10-17 08:24:47,2025-10-21 08:10:54
